0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2004008016032064,0.04791566842357451,0.0,0.0,0.0,0.021052631578947368,0.018338529249954154,0.03211819495744339,0.02909090909090909,0.013787398317937405,0.026001040041601666,0.02460024600246002,0.012716174974567649,0.0257864878803507,0.04327755337564916,0.05003335557038026,0.02160293799956794,0.03901677721420211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23752969121140144,0.1402524544179523,0.0927643784786642,0.26720106880427524,0.1437470052707235,0.07578628268283441,0.05830903790087463,0.05083884087442806,0.042105263157894736,0.14670823399963323,0.06423638991488678,0.13090909090909092,0.09651178822556183,0.10400416016640666,0.09840098400984008,0.06358087487283826,0.12893243940175347,0.18753606462781303,0.05003335557038026,0.06480881399870382,0.07803355442840422
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1402524544179523,0.3710575139146568,0.2004008016032064,0.23957834211787254,0.2652519893899204,0.2915451895043732,0.5592272496187087,0.16842105263157894,0.29341646799926646,0.2890637546169905,0.33454545454545453,0.2757479663587481,0.22100884035361415,0.14760147601476015,0.1780264496439471,0.18050541516245489,0.24523946912867858,0.15010006671114076,0.3024411319939512,0.07803355442840422
0.0,0.0,0.0,0.0,0.0,0.0,0.423728813559322,0.23752969121140144,0.42075736325385693,0.27829313543599254,0.6680026720106881,0.43124101581217056,0.6441834028040925,0.5247813411078718,0.33045246568378245,0.35789473684210527,0.4401247019988997,0.4657138268829292,0.3781818181818182,0.42740934785605955,0.4420176807072283,0.34440344403444034,0.4832146490335707,0.3867973182052605,0.4760530871321408,0.45030020013342226,0.367249945992655,0.46820132657042524
0.0,0.0,0.0,0.0,0.0,1.0204081632653061,1.694915254237288,0.9501187648456058,0.9817671809256662,0.463821892393321,0.6680026720106881,0.9103977000479155,0.5305039787798408,0.7288629737609329,0.6863243518047788,0.5684210526315789,0.8068952869979826,0.85113216637225,0.6690909090909091,0.7445195091686199,0.7280291211648465,0.7749077490774908,0.5976602238046796,0.7349149045899948,0.706866705135603,0.733822548365577,0.73449989198531,0.8973858759266484
0.0,0.0,0.0,0.0,3.8461538461538463,2.0408163265306123,1.694915254237288,1.66270783847981,0.8415147265077139,1.2987012987012987,0.8684034736138945,1.4374700527072353,0.9094353921940129,1.3411078717201166,1.3726487036095576,0.9052631578947368,1.0269576379974326,1.0759595310743537,0.9163636363636364,1.227078450296429,1.1310452418096724,1.156211562115621,1.2843336724313326,1.0701392470345539,1.009809578765147,0.8338892595063376,0.9505292719809895,1.1705033164260632
