0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15772870662460567,0.1890359168241966,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5988023952095809,0.0,0.0,0.30303030303030304,0.23364485981308408,0.21141649048625794,0.0,0.16750418760469013,0.0,0.15015015015015015,0.0,0.0,0.47318611987381703,0.1890359168241966,0.24330900243309003,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4464285714285714,0.3875968992248062,0.30303030303030304,0.46728971962616817,0.42283298097251587,0.3616636528028933,0.16750418760469013,0.1610305958132045,0.45045045045045046,0.0,0.3252032520325203,0.31545741324921134,0.5671077504725899,0.24330900243309003,0.0,0.0
0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,1.6129032258064515,0.0,0.0,0.5988023952095809,0.8928571428571428,0.3875968992248062,0.0,0.7009345794392523,0.42283298097251587,0.3616636528028933,0.5025125628140703,0.8051529790660225,0.6006006006006006,0.4658385093167702,0.3252032520325203,0.31545741324921134,0.3780718336483932,0.24330900243309003,1.6025641025641024,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6129032258064515,1.2345679012345678,0.0,0.5988023952095809,0.4464285714285714,1.1627906976744187,0.0,1.4018691588785046,1.0570824524312896,0.3616636528028933,0.5025125628140703,0.966183574879227,0.6006006006006006,0.9316770186335404,0.6504065040650406,0.47318611987381703,1.5122873345935728,0.7299270072992701,1.282051282051282,0.53475935828877
0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,1.2345679012345678,0.7633587786259541,0.5988023952095809,1.3392857142857142,1.550387596899225,0.9090909090909091,0.46728971962616817,0.8456659619450317,1.0849909584086799,1.0050251256281406,1.610305958132045,0.7507507507507507,0.9316770186335404,0.975609756097561,0.7886435331230284,1.1342155009451798,0.7299270072992701,1.9230769230769231,1.06951871657754
