0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,17.555555555555554,18.013377926421402,18.039525691699605,17.3536608319217,18.27216261998871,18.045112781954884,18.06483957219251,18.142414860681114,17.3374613003096,17.287581699346404,18.403361344537817,18.791208791208792,18.974358974358974,17.682317682317684,15.664335664335665,14.14141414141414,20.606060606060606,19.523809523809526,17.46031746031746,20.0,11.428571428571429,20.0,20.0,0.0
0.0,15.105413105413104,15.424749163879598,14.8300395256917,14.69038208168643,15.527950310559005,15.543403964456596,14.7225935828877,16.140350877192983,15.686274509803921,15.22875816993464,15.504201680672269,15.219780219780219,15.75091575091575,14.685314685314685,15.384615384615385,15.757575757575756,13.939393939393941,14.285714285714285,11.904761904761903,11.428571428571429,22.857142857142858,6.666666666666667,20.0,100.0
0.0,12.928774928774928,12.71571906354515,12.782608695652172,13.655185394315831,13.19028797289667,12.617908407382092,13.185160427807489,12.115583075335397,11.73890608875129,13.169934640522877,12.100840336134453,11.373626373626374,13.333333333333334,13.686313686313687,13.846153846153847,13.939393939393941,11.212121212121213,15.714285714285714,18.253968253968253,5.714285714285714,17.142857142857142,6.666666666666667,20.0,0.0
0.0,10.472934472934472,10.755852842809364,10.814229249011857,11.123658949745906,10.818746470920384,11.264524948735476,11.012700534759357,10.87719298245614,11.50670794633643,10.490196078431373,10.630252100840336,11.263736263736265,8.278388278388277,9.59040959040959,10.62937062937063,11.91919191919192,13.939393939393941,7.6190476190476195,12.698412698412698,11.428571428571429,11.428571428571429,13.333333333333334,20.0,0.0
0.0,8.866096866096866,9.036789297658864,8.980237154150197,9.382646339168078,8.684359119141728,8.735475051264526,9.074197860962567,9.12280701754386,9.287925696594428,9.052287581699346,9.033613445378151,8.791208791208792,9.010989010989011,9.69030969030969,9.65034965034965,11.717171717171718,8.484848484848486,7.6190476190476195,7.142857142857142,11.428571428571429,2.857142857142857,6.666666666666667,0.0,0.0
0.0,7.6239316239316235,7.137123745819399,7.280632411067193,7.6228119706380575,7.2727272727272725,7.764866712235133,7.4364973262032095,6.893704850361197,8.23013415892673,7.941176470588235,7.773109243697479,7.472527472527473,7.179487179487179,6.293706293706294,5.734265734265734,7.878787878787878,9.090909090909092,5.238095238095238,5.555555555555555,17.142857142857142,8.571428571428571,0.0,20.0,0.0
0.0,6.27920227920228,6.040133779264214,5.905138339920948,6.446452098626011,6.1434217955957084,5.632262474367738,6.149732620320856,6.4189886480908145,5.624355005159959,6.143790849673202,5.294117647058823,5.384615384615385,6.666666666666667,7.792207792207792,6.013986013986014,5.454545454545454,4.545454545454546,6.190476190476191,7.936507936507936,1.4285714285714286,8.571428571428571,13.333333333333334,0.0,0.0
0.0,5.0997150997151,4.849498327759197,5.288537549407114,4.413702239789196,4.664031620553359,4.866712235133288,5.247326203208556,4.829721362229102,5.314757481940145,4.477124183006536,4.957983193277311,5.164835164835164,5.201465201465202,4.195804195804196,4.895104895104895,5.252525252525253,4.545454545454546,5.714285714285714,7.142857142857142,5.714285714285714,2.857142857142857,0.0,0.0,0.0
0.0,4.148148148148148,3.678929765886288,3.8972332015810274,3.7172971955580647,3.7718802936194242,4.142173615857827,4.077540106951872,4.107327141382869,3.7667698658410735,4.215686274509804,4.53781512605042,4.230769230769231,3.7362637362637363,4.095904095904096,3.9160839160839163,3.4343434343434343,3.6363636363636362,4.285714285714286,4.761904761904762,2.857142857142857,2.857142857142857,20.0,0.0,0.0
0.0,3.111111111111111,3.103678929765886,3.075098814229249,3.180877093920572,2.924901185770751,3.0211893369788108,2.907754010695187,3.591331269349845,3.070175438596491,3.071895424836601,3.1512605042016806,3.131868131868132,3.4432234432234434,3.5964035964035967,5.034965034965035,2.4242424242424243,2.1212121212121215,2.857142857142857,3.1746031746031744,1.4285714285714286,0.0,6.666666666666667,0.0,0.0
0.0,2.6210826210826212,2.5953177257525084,2.4031620553359683,2.1080368906455864,2.552230378317335,2.460697197539303,2.1891711229946527,2.043343653250774,1.9865841073271415,2.6143790849673203,2.6050420168067228,2.6923076923076925,1.9047619047619049,2.5974025974025974,2.5174825174825175,2.4242424242424243,1.8181818181818181,1.9047619047619049,0.7936507936507936,7.142857142857142,2.857142857142857,6.666666666666667,0.0,0.0
0.0,1.8689458689458691,1.9866220735785953,1.9525691699604744,1.8351214003387917,1.7730095990965558,1.845522898154477,1.7379679144385027,1.7956656346749225,1.6511867905056758,1.7647058823529411,1.7647058823529411,1.9780219780219779,1.3186813186813187,1.1988011988011988,1.9580419580419581,2.4242424242424243,2.727272727272727,2.380952380952381,0.7936507936507936,1.4285714285714286,5.714285714285714,0.0,0.0,0.0
0.0,1.3219373219373218,1.5785953177257526,1.4940711462450593,1.3928100884622623,1.355166572557877,1.3123718386876282,1.3368983957219251,1.0526315789473684,1.5479876160990713,1.3071895424836601,1.3445378151260505,1.3186813186813187,1.5384615384615385,1.5984015984015985,1.3986013986013985,0.40404040404040403,0.9090909090909091,1.9047619047619049,0.7936507936507936,0.0,0.0,0.0,0.0,0.0
0.0,1.0826210826210827,1.0434782608695654,0.9565217391304347,1.0163749294184077,0.9599096555618294,0.9022556390977444,0.785427807486631,1.217750257997936,1.109391124871001,1.0784313725490196,0.8403361344537815,0.9340659340659341,1.9047619047619049,1.4985014985014986,0.9790209790209791,0.8080808080808081,0.0,0.9523809523809524,0.7936507936507936,1.4285714285714286,0.0,0.0,0.0,0.0
0.0,0.717948717948718,0.7692307692307693,0.7430830039525692,0.7058159232072276,0.7679277244494636,0.6288448393711552,0.7352941176470588,0.5985552115583075,0.9029927760577915,0.5555555555555556,0.9243697478991597,0.6043956043956045,0.3663003663003663,0.7992007992007992,0.9790209790209791,1.2121212121212122,1.5151515151515151,0.0,0.0,1.4285714285714286,2.857142857142857,0.0,0.0,0.0
0.0,0.47863247863247865,0.4548494983277592,0.5849802371541502,0.4893657067570111,0.4178430265386788,0.46479835953520166,0.518048128342246,0.37151702786377705,0.6191950464396285,0.6535947712418301,0.5462184873949579,0.6593406593406593,0.43956043956043955,0.4995004995004995,0.8391608391608392,0.6060606060606061,0.30303030303030304,2.857142857142857,0.7936507936507936,0.0,0.0,0.0,0.0,0.0
0.0,0.2905982905982906,0.31438127090301005,0.4031620553359684,0.38584603801995104,0.37267080745341613,0.2734107997265892,0.3843582887700535,0.22703818369453044,0.2579979360165119,0.4575163398692811,0.21008403361344538,0.5494505494505495,0.5860805860805861,0.2997002997002997,0.0,0.0,0.6060606060606061,0.4761904761904762,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.19943019943019943,0.2274247491638796,0.2766798418972332,0.21645021645021645,0.23715415019762848,0.19138755980861244,0.16711229946524064,0.2889576883384933,0.1805985552115583,0.130718954248366,0.21008403361344538,0.21978021978021978,0.07326007326007326,0.0999000999000999,0.27972027972027974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.12535612535612536,0.14046822742474915,0.17391304347826086,0.09410878976096368,0.15810276679841898,0.1367053998632946,0.15040106951871657,0.061919504643962855,0.10319917440660474,0.19607843137254902,0.08403361344537816,0.0,0.14652014652014653,0.0,0.13986013986013987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.056980056980056974,0.07357859531772575,0.06324110671936758,0.10351966873706005,0.06775832862789384,0.10936431989063566,0.0501336898395722,0.0412796697626419,0.07739938080495357,0.09803921568627451,0.0,0.054945054945054944,0.14652014652014653,0.0999000999000999,0.13986013986013987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.03418803418803419,0.04013377926421405,0.03162055335968379,0.018821757952192736,0.03387916431394692,0.04101161995898838,0.01671122994652406,0.061919504643962855,0.0,0.0326797385620915,0.04201680672268908,0.16483516483516483,0.0,0.0,0.0,0.20202020202020202,0.0,0.4761904761904762,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.005698005698005697,0.020066889632107024,0.015810276679841896,0.0282326369282891,0.02258610954263128,0.0,0.03342245989304812,0.0,0.0,0.0326797385620915,0.04201680672268908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.005698005698005697,0.0,0.007905138339920948,0.009410878976096368,0.01129305477131564,0.0,0.01671122994652406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.009410878976096368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
