0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6309148264984227,0.5889281507656066,0.4654255319148936,0.21159542953872196,0.315059861373661,0.30651340996168586,0.2941794494641731,0.21743069396629824,0.2614806340905377,0.3459166791998797,0.35481124042009654,0.2560091025458683,0.44994375703037126,0.2626203676685147,0.3454490838089516,0.37252996436669905,0.2740727206285401,0.33423856277418007,0.398505603985056,0.1932367149758454,0.4302925989672977,0.20949720670391062,0.7471980074719801,0.0
0.0,0.0,0.0,0.6309148264984227,0.7067137809187279,0.598404255319149,1.1426153195090987,0.8191556395715185,0.6385696040868455,0.8615255305736499,0.8153651023736185,0.7680993626409544,1.022710181982253,0.8941243258586431,0.8533636751528944,0.9139482564679415,0.8608112051356871,0.9462300991288676,0.8098477486232589,0.913575735428467,1.0444955086693126,0.821917808219178,0.9017713365539453,0.8605851979345954,0.41899441340782123,0.62266500622665,0.33670033670033667
0.0,0.0,0.0,0.9463722397476341,0.9422850412249705,1.196808510638298,1.3542107490478206,1.8588531821046002,1.6858237547892718,1.7020382433284305,1.4857764087697047,1.3727733289753228,1.428786283651677,1.3624751632131706,1.649836438628929,1.546681664791901,1.4152319813247738,1.4268549113848001,1.6682863621639132,1.7540654120226566,1.4205138917902653,1.544209215442092,1.7391304347826086,1.6351118760757317,1.675977653631285,1.86799501867995,0.6734006734006733
0.0,0.0,0.0,0.9463722397476341,2.1201413427561837,2.0611702127659575,2.369868810833686,2.4574669187145557,2.707535121328225,2.458499684807733,2.6997644500815365,2.1735577708775944,2.4063768987817715,2.214022140221402,2.4605319300241786,2.544994375703037,2.363583309016633,2.2829678582156805,2.4457402008422413,2.631098118033985,2.4232295801128054,2.1419676214196763,2.6731078904991947,2.323580034423408,2.025139664804469,2.6151930261519305,1.3468013468013467
0.0,0.0,0.0,4.100946372239748,3.769140164899882,3.0585106382978724,2.7930596699111296,2.9300567107750473,3.4993614303959135,3.256986761924774,3.062148940025367,2.9089720542572315,3.444126936381411,3.1933011637808684,2.7876546721661217,3.1214848143982,3.107674350744091,3.5596275157705017,3.061224489795918,3.489859309336744,3.363275537915187,3.23785803237858,4.154589371980676,2.882960413080895,3.840782122905028,3.9850560398505603,3.3670033670033668
0.0,0.0,0.0,5.993690851735016,4.829210836277975,3.9228723404255317,4.655099449851883,4.190296156269691,3.422733077905492,4.013448203404076,3.968110164884943,4.0692923680339925,3.8802827492856067,3.9738858927050806,4.124591096572323,3.951068616422947,3.85176539247155,3.9651547011114454,3.3851635892452223,4.403435044765211,3.8855232922498435,3.8854296388542964,4.186795491143317,4.3029259896729775,3.56145251396648,4.10958904109589,5.723905723905724
0.0,0.0,0.0,3.7854889589905363,3.651354534746761,4.986702127659575,4.316546762589928,4.914933837429111,4.521072796934866,4.118512292498424,5.091502083710817,5.017159666612192,4.963152353737404,4.9247800170309395,4.7788365808562085,4.83689538807649,4.595856434199008,4.896365274857314,5.296404275996112,4.549607162433766,5.180697722999791,4.8816936488169365,4.9275362318840585,4.819277108433735,5.377094972067039,5.9775840597758405,4.713804713804714
