0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6666666666666667,0.24154589371980675,0.2635046113306983,0.2597402597402597,0.19047619047619047,0.3258145363408521,0.3341687552213868,0.32679738562091504,0.35947712418300654,0.3181818181818182,0.34637032760860154,0.30994646379261764,0.3663003663003663,0.2453102453102453,0.25757575757575757,0.32679738562091504,0.36310820624546114,0.3132832080200501,0.37593984962406013,0.12698412698412698,0.30303030303030304,0.13175230566534915,0.12077294685990338,0.0
0.0,0.0,0.0,1.0,0.7246376811594203,0.9881422924901186,0.7792207792207793,0.7936507936507936,0.6516290726817042,0.9398496240601504,0.8169934640522877,0.9640522875816994,0.8181818181818182,0.7216048491845866,0.7466892082276698,0.7185122569737954,0.9523809523809524,0.9242424242424243,0.8986928104575163,0.907770515613653,0.8771929824561403,0.7769423558897243,0.7936507936507936,0.6493506493506493,1.3175230566534915,0.8454106280193237,2.0
0.0,0.0,0.0,1.3333333333333335,1.6908212560386473,1.5151515151515151,1.7316017316017316,1.4285714285714286,1.6541353383458646,1.5873015873015872,1.3435003631082063,1.5686274509803921,1.5303030303030303,1.645259056140857,1.4229360383206537,1.8033248802479571,1.3275613275613276,1.5454545454545454,1.4379084967320261,1.4705882352941175,1.6917293233082706,1.7543859649122806,1.492063492063492,1.4285714285714286,1.6469038208168645,1.570048309178744,1.3333333333333335
0.0,0.0,0.0,1.3333333333333335,2.7777777777777777,2.437417654808959,2.3376623376623376,2.2222222222222223,2.355889724310777,2.568922305764411,2.523602033405955,2.450980392156863,2.3181818181818183,2.5400490691297444,2.211890673429135,2.0710059171597637,2.2655122655122653,2.393939393939394,2.5326797385620914,2.559912854030501,2.025898078529657,2.280701754385965,2.2222222222222223,2.380952380952381,2.0421607378129116,2.7777777777777777,1.6666666666666667
0.0,0.0,0.0,2.3333333333333335,2.898550724637681,3.557312252964427,3.0735930735930737,3.428571428571429,3.6591478696741855,2.923976608187134,3.286129266521423,3.545751633986928,3.318181818181818,2.9152835907057297,2.63454494223725,3.4657650042265424,3.059163059163059,3.4696969696969697,3.104575163398693,3.485838779956427,2.798663324979114,2.8320802005012533,3.46031746031746,3.54978354978355,3.0961791831357046,3.3816425120772946,4.0
0.0,0.0,0.0,4.666666666666667,4.3478260869565215,4.084321475625823,3.3766233766233764,4.317460317460318,3.5338345864661656,4.010025062656641,4.103122730573712,4.46078431372549,3.833333333333333,4.199740222254293,4.184277261200338,3.987038602423218,3.896103896103896,4.590909090909091,3.741830065359477,3.957879448075526,4.177109440267335,4.43609022556391,4.222222222222222,3.766233766233766,3.3596837944664033,3.3816425120772946,4.0
0.0,0.0,0.0,3.3333333333333335,5.072463768115942,5.006587615283268,5.0649350649350655,4.444444444444445,4.962406015037594,4.448621553884712,4.62962962962963,4.6568627450980395,5.287878787878788,4.906912974455188,5.0577627500704425,5.0154973231896305,4.632034632034632,4.96969696969697,4.934640522875817,4.938271604938271,4.761904761904762,4.56140350877193,4.857142857142857,5.670995670995671,5.270092226613966,3.864734299516908,6.333333333333334
