0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09532888465204957,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8518518518518516,0.0,0.0,0.5586592178770949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23837902264600713,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4132231404958678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11918951132300357,0.0,0.0846740050804403
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5586592178770949,0.0,0.0,0.3048780487804878,0.0,0.1855287569573284,0.0,0.12547051442910914,0.09587727708533077,0.0,0.09532888465204957,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1173184357541899,0.4132231404958678,0.3703703703703704,0.0,0.20408163265306123,0.1855287569573284,0.436046511627907,0.6273525721455459,0.09587727708533077,0.23837902264600713,0.09532888465204957,0.0846740050804403
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4132231404958678,0.3703703703703704,0.0,0.20408163265306123,0.3710575139146568,0.0,0.0,0.19175455417066153,0.11918951132300357,0.19065776930409914,0.42337002540220153
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,0.8849557522123894,0.5586592178770949,0.0,0.0,0.6097560975609756,0.0,0.7421150278293136,0.872093023255814,0.12547051442910914,0.28763183125599234,0.23837902264600713,0.19065776930409914,0.42337002540220153
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8849557522123894,0.0,0.4132231404958678,0.0,0.3048780487804878,0.20408163265306123,1.4842300556586272,0.5813953488372093,0.6273525721455459,0.5752636625119847,0.47675804529201427,0.667302192564347,0.5927180355630821
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,1.4492753623188406,1.7699115044247788,0.5586592178770949,1.2396694214876034,0.7407407407407408,1.2195121951219512,0.6122448979591837,0.5565862708719851,0.29069767441860467,1.1292346298619824,0.38350910834132307,0.5959475566150179,0.7626310772163966,0.5080440304826418
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,0.0,2.898550724637681,0.0,0.0,0.0,0.7407407407407408,1.2195121951219512,0.8163265306122449,0.927643784786642,1.1627906976744187,0.7528230865746549,0.7670182166826461,0.834326579261025,1.1439466158245948,0.8467400508044031
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,2.2222222222222223,0.0,1.4492753623188406,2.6548672566371683,1.1173184357541899,2.8925619834710745,1.1111111111111112,1.524390243902439,1.0204081632653061,1.2987012987012987,1.88953488372093,1.0037641154328731,1.4381591562799616,1.0727056019070322,1.2392755004766445,1.6934801016088061
