0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.5384615384615383,2.7391304347826084,2.8491436100131753,2.6821005081874647,2.480519480519481,2.781954887218045,2.819548872180451,2.5928792569659445,2.6147351218847885,2.735294117647059,2.353896103896104,2.490842490842491,2.345731191885038,3.021978021978022,2.7878787878787876,2.9166666666666665,2.3529411764705883,3.0423280423280423,2.2556390977443606,1.4285714285714286,2.619047619047619,1.3636363636363635,2.1739130434782608,8.333333333333332
0.0,0.0,5.230769230769231,4.260869565217392,4.924242424242424,4.503105590062112,4.883116883116883,4.661654135338346,4.385964912280701,4.192466460268318,4.902628353533977,4.6911764705882355,5.259740259740259,4.413919413919414,5.135249366018597,4.62037962037962,4.545454545454546,4.128787878787879,5.245098039215686,4.1005291005291005,4.887218045112782,4.571428571428571,5.952380952380952,5.0,5.434782608695652,8.333333333333332
0.0,0.0,6.269230769230768,5.41304347826087,6.307641633728591,6.2394127611518915,6.2857142857142865,6.265664160401002,6.353383458646617,6.52734778121775,6.114667029824322,5.88235294117647,6.883116883116883,5.934065934065933,6.191885038038884,5.51948051948052,6.424242424242424,5.71969696969697,6.2745098039215685,5.158730158730158,5.639097744360902,6.857142857142858,5.238095238095238,9.090909090909092,8.695652173913043,0.0
0.0,0.0,6.5769230769230775,6.8478260869565215,6.669960474308301,6.902879728966685,7.207792207792208,7.468671679197995,7.468671679197995,7.598039215686274,7.367560942394117,6.985294117647059,7.191558441558442,7.6190476190476195,6.699070160608622,7.742257742257743,7.636363636363637,6.8181818181818175,7.0588235294117645,6.944444444444445,7.142857142857142,7.7142857142857135,8.095238095238095,5.909090909090909,4.3478260869565215,16.666666666666664
0.0,0.0,8.461538461538462,7.543478260869565,7.39459815546772,7.467532467532467,8.155844155844155,8.18295739348371,7.982456140350877,7.37874097007224,8.007626310772164,8.073529411764707,7.483766233766234,8.168498168498168,8.30515638207946,7.167832167832168,7.96969696969697,7.689393939393939,8.57843137254902,8.134920634920634,7.048872180451128,6.714285714285714,8.095238095238095,5.454545454545454,8.695652173913043,4.166666666666666
0.0,0.0,8.615384615384615,7.391304347826087,8.201581027667984,7.8769057029926595,7.9480519480519485,8.395989974937343,8.458646616541353,8.449432404540763,8.198284080076263,7.617647058823529,7.516233766233767,8.644688644688644,7.797971259509722,7.617382617382617,8.666666666666668,8.787878787878787,6.96078431372549,8.664021164021165,9.210526315789473,10.857142857142858,7.142857142857142,4.090909090909091,14.130434782608695,8.333333333333332
0.0,0.0,7.769230769230768,8.695652173913043,7.872200263504611,7.284020327498589,8.077922077922079,7.7819548872180455,8.24561403508772,8.526831785345717,8.171047255889963,8.705882352941176,7.792207792207792,7.9853479853479845,8.326289095519865,8.241758241758241,8.727272727272728,8.21969696969697,8.38235294117647,7.605820105820106,7.7067669172932325,8.714285714285715,6.428571428571428,10.454545454545453,5.434782608695652,4.166666666666666
0.0,0.0,7.615384615384616,8.282608695652174,8.020421607378129,8.653303218520609,7.35064935064935,7.456140350877193,7.957393483709272,7.701238390092879,7.789731717281764,7.926470588235294,7.597402597402597,7.728937728937729,8.854606931530009,8.091908091908092,7.424242424242425,8.143939393939394,7.401960784313726,7.671957671957672,7.236842105263158,10.0,6.904761904761905,12.272727272727273,5.434782608695652,0.0
0.0,0.0,7.076923076923077,7.8478260869565215,7.213438735177865,7.5098814229249005,7.259740259740259,7.456140350877193,7.481203007518797,7.301341589267286,7.7080212447228655,7.5,7.467532467532467,7.6007326007326,7.586644125105664,8.141858141858142,7.030303030303029,7.916666666666666,7.009803921568627,7.4074074074074066,7.330827067669173,6.571428571428571,5.952380952380952,12.272727272727273,4.3478260869565215,0.0
0.0,0.0,7.000000000000001,6.804347826086957,6.735836627140975,6.987577639751552,7.025974025974026,7.142857142857142,6.3659147869674175,7.069143446852426,6.55045621680512,7.0588235294117645,7.207792207792208,7.051282051282051,7.7134404057480985,6.1688311688311686,6.2727272727272725,7.159090909090909,6.715686274509804,7.473544973544974,6.578947368421052,8.0,8.095238095238095,6.363636363636363,8.695652173913043,16.666666666666664
